"","Parkinglot_ID","Location_code","Address","Parkinglot_num","Parkinglot_num_matiz","log","lat","fee","Parkinglot_Total"
"8085",5023656,10300,"서울특별시 광진구 구의동 198-1 부활교회",15,0,127.096162,37.540356,"무료",15
"8086",5023654,10300,"서울특별시 광진구 구의동 198-4 광남캐스빌",19,0,127.095736,37.540108,"무료",19
"8087",5023655,10300,"서울특별시 광진구 구의동 199-10 구의동 성현교회",22,0,127.095596,37.540339,"무료",22
"8088",5023653,10300,"서울특별시 광진구 구의동 199-14",20,0,127.095332,37.540161,"무료",20
"8089",5111466,10300,"서울특별시 광진구 구의동 198-5 강변아파트",30,0,127.095514,37.539836,"무료",30
"8090",5023284,10300,"서울특별시 광진구 구의동 199-20 하나빌딩",5,0,127.09515,37.539474,"무료",5
"8091",5023863,10300,"서울특별시 광진구 구의동 199-21 구의3동어린이집",0,0,127.095125,37.539349,"무료",0
"8092",5023278,10300,"서울특별시 광진구 구의동 199-22",0,0,127.095122,37.539246,"무료",0
"8093",5023658,10300,"서울특별시 광진구 구의동 199-5 주보빌",0,0,127.095913,37.540567,"무료",0
"8094",5067398,10300,"서울특별시 광진구 구의동 215-1",15,0,127.09446,37.53764,"무료",15
"8095",5124061,10300,"서울특별시 광진구 구의동 198-3",0,0,127.0959,37.540201,"무료",0
"8096",5022661,10300,"서울특별시 광진구 구의동 611 구의현대2단지아파트",1391,0,127.095856,37.538705,"무료",1391
"8097",5124340,10300,"서울특별시 광진구 구의동 199-23 현대13차폴라트리움",202,0,127.094644,37.539411,"무료",202
"8098",5023651,10300,"서울특별시 광진구 구의동 199-18 구의동삼성쉐르빌 101동",625,0,127.094805,37.539957,"무료",625
"8099",5020230,10300,"서울특별시 광진구 구의동 658 세양아파트",146,0,127.093946,37.537583,"무료",146
"8100",5023273,10300,"서울특별시 광진구 구의동 214-6",37,0,127.093962,37.538137,"무료",37
"8101",5023275,10300,"서울특별시 광진구 구의동 214-12",0,0,127.094142,37.538383,"무료",0
"8102",5023274,10300,"서울특별시 광진구 구의동 214-13",8,0,127.094107,37.538269,"무료",8
"8103",5067283,10300,"서울특별시 광진구 구의동 214-11",0,0,127.094144,37.538494,"무료",0
"8104",5023272,10300,"서울특별시 광진구 구의동 610 현대아파트",295,0,127.094607,37.538449,"무료",295
"8105",5021511,10300,"서울특별시 광진구 구의동 199-15 그레이스빌딩",21,0,127.095031,37.540315,"무료",21
"8106",5021510,10300,"서울특별시 광진구 구의동 199-8",22,0,127.095261,37.540454,"무료",22
"8107",5069381,10300,"서울특별시 광진구 구의동 199-96 양촌리식당",10,0,127.095474,37.540587,"무료",10
"8108",5023659,10300,"서울특별시 광진구 구의동 199-6",18,0,127.095692,37.540729,"무료",18
"8109",5023276,10300,"서울특별시 광진구 구의동 214-10",12,0,127.094158,37.538601,"무료",12
"8112",5066614,10300,"서울특별시 광진구 구의동 203-6",7,0,127.092031,37.543987,"무료",7
"8113",5024494,10300,"서울특별시 광진구 구의동 203-7 드림아이스포츠클럽",0,0,127.092152,37.543922,"무료",0
"8114",5024493,10300,"서울특별시 광진구 구의동 203-9 대성제2주유소",0,0,127.092551,37.543762,"무료",0
"8115",5023850,10300,"서울특별시 광진구 구의동 202-1",3,0,127.093217,37.54341,"무료",3
"8116",5023849,10300,"서울특별시 광진구 구의동 202-2 오렌지빌딩",5,0,127.093282,37.543236,"무료",5
"8117",5066989,10300,"서울특별시 광진구 구의동 202-3 세종빌딩",11,0,127.09338,37.543092,"무료",11
"8118",5022155,10300,"서울특별시 광진구 구의동 202-4 동서울빌딩",19,0,127.093566,37.543059,"무료",19
"8119",5022157,10300,"서울특별시 광진구 구의동 202-27",14,0,127.093761,37.542864,"무료",14
"8120",5022158,10300,"서울특별시 광진구 구의동 202-5",4,0,127.093841,37.5427,"무료",4
"8121",5067261,10300,"서울특별시 광진구 구의동 202-6 아산빌딩",13,0,127.093924,37.542587,"무료",13
"8122",5022159,10300,"서울특별시 광진구 구의동 201-26 우성식품주식회사",0,0,127.094078,37.542341,"무료",0
"8123",5022160,10300,"서울특별시 광진구 구의동 201-3 문모텔",10,0,127.094312,37.542207,"무료",10
"8124",5015303,10300,"서울특별시 광진구 구의동 201-4",11,0,127.094431,37.542072,"무료",11
"8125",5128945,10300,"서울특별시 광진구 구의동 201-5 동주빌딩",19,0,127.094557,37.541942,"무료",19
"8128",5066287,10300,"서울특별시 광진구 구의동 200-1",5,0,127.095149,37.541342,"무료",5
"8129",5015643,10300,"서울특별시 광진구 구의동 200-2",15,0,127.095312,37.541158,"무료",15
"8130",5537315,10300,"서울특별시 광진구 구의동 229-25 주성힐스톤아파트",50,0,127.091222,37.543285,"무료",50
"8131",5186137,10300,"서울특별시 광진구 구의동 204-15 빌라드리치",7,0,127.091833,37.542919,"무료",7
"8132",4275234,10300,"서울특별시 광진구 구의동 204-45 부광 알펜시아",10,0,127.092241,37.542679,"무료",10
